Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_Cust_new
0,,7.0,8.0,4.0,5.0,15.0,6.71,6.25,5.25,18.0,37.0,13.0,30.0,31.0,6.0,15.0,14.0,S,1,,F,U,36683.0,S
0,,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,16.0,16.0,11.0,16.0,13.0,4.0,6.0,5.0,F,0,51.0,M,H,40156.0,other
1,20.0,3.0,17.0,2.0,8.0,20.0,19.33,10.65,19.0,15.0,121.0,14.0,32.0,72.0,6.0,16.0,31.0,A,1,70.0,F,U,37031.0,A
0,,2.0,3.0,1.0,1.0,12.0,11.0,10.67,10.0,18.0,23.0,12.0,23.0,21.0,6.0,11.0,9.0,N,0,,M,U,0.0,other
0,,0.0,10.0,0.0,3.0,0.0,0.0,10.2,,7.0,90.0,25.0,25.0,79.0,4.0,4.0,22.0,A,0,69.0,F,U,41639.0,A
1,15.0,2.0,9.0,2.0,3.0,15.0,17.5,11.11,17.5,13.0,57.0,23.0,45.0,59.0,7.0,18.0,22.0,A,0,58.0,M,H,41639.0,A
0,,5.0,25.0,2.0,15.0,5.0,5.0,3.64,5.0,17.0,126.0,12.0,31.0,72.0,5.0,15.0,31.0,S,1,78.0,F,U,49810.0,S
0,,2.0,14.0,1.0,7.0,14.0,14.0,11.64,14.0,17.0,116.0,13.0,32.0,71.0,6.0,15.0,31.0,S,1,68.0,F,H,49810.0,S
1,8.0,5.0,35.0,4.0,22.0,6.0,9.2,7.8,9.0,18.0,129.0,13.0,35.0,87.0,6.0,17.0,34.0,S,1,59.0,M,U,49810.0,S
0,,2.0,4.0,1.0,2.0,30.0,27.5,19.25,30.0,15.0,56.0,15.0,33.0,46.0,6.0,14.0,17.0,A,0,,U,U,49810.0,A
1,4.0,6.0,16.0,5.0,10.0,3.0,4.0,3.31,4.2,18.0,93.0,12.0,28.0,57.0,6.0,15.0,23.0,S,1,71.0,F,H,16564.0,S
0,,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,26.0,F,U,45928.0,other
0,,6.0,10.0,4.0,5.0,12.0,11.17,10.0,11.0,16.0,44.0,12.0,33.0,40.0,6.0,17.0,17.0,A,1,61.0,M,H,47412.0,A
0,,5.0,7.0,3.0,3.0,4.0,4.8,4.57,4.33,17.0,31.0,12.0,27.0,26.0,6.0,13.0,11.0,A,1,63.0,M,H,26021.0,A
0,,2.0,7.0,1.0,3.0,18.0,19.0,13.43,20.0,15.0,65.0,12.0,31.0,50.0,5.0,15.0,20.0,L,0,53.0,M,H,27204.0,other
0,,5.0,6.0,4.0,4.0,4.0,4.6,4.33,4.75,16.0,29.0,12.0,24.0,24.0,6.0,12.0,10.0,A,1,63.0,F,H,39233.0,A
0,,2.0,2.0,2.0,2.0,16.0,13.0,13.0,13.0,23.0,29.0,10.0,23.0,23.0,4.0,10.0,9.0,A,0,45.0,F,H,41069.0,A
0,,1.0,1.0,0.0,0.0,20.0,20.0,20.0,,16.0,16.0,12.0,17.0,14.0,5.0,5.0,6.0,F,0,66.0,F,H,41069.0,other
1,15.0,4.0,6.0,1.0,2.0,15.0,8.5,6.67,8.0,18.0,40.0,11.0,27.0,26.0,6.0,15.0,14.0,A,1,76.0,M,H,28542.0,A
1,20.0,1.0,6.0,0.0,2.0,20.0,20.0,12.33,,19.0,52.0,13.0,32.0,42.0,6.0,6.0,18.0,A,0,,M,U,0.0,A
1,10.0,7.0,10.0,5.0,6.0,10.0,9.0,7.7,8.6,19.0,44.0,12.0,30.0,35.0,6.0,15.0,15.0,A,1,51.0,F,H,41886.0,A
0,,4.0,4.0,1.0,1.0,10.0,6.75,6.75,5.0,18.0,30.0,12.0,26.0,22.0,6.0,12.0,10.0,A,1,39.0,M,H,41886.0,A
0,,0.0,12.0,0.0,2.0,15.0,0.0,10.42,,6.0,53.0,32.0,32.0,65.0,5.0,5.0,14.0,A,0,47.0,M,U,43588.0,A
0,,1.0,8.0,0.0,3.0,21.0,21.0,8.25,,18.0,69.0,15.0,31.0,52.0,6.0,6.0,18.0,A,1,69.0,M,U,43588.0,A
0,,2.0,9.0,0.0,5.0,15.0,14.5,10.56,,19.0,119.0,15.0,31.0,57.0,6.0,6.0,23.0,A,0,61.0,F,U,43211.0,A
1,13.0,3.0,12.0,1.0,7.0,13.0,13.0,9.67,11.0,19.0,80.0,13.0,34.0,62.0,5.0,15.0,24.0,A,1,32.0,M,H,60483.0,A
0,,2.0,6.0,2.0,4.0,21.0,18.0,12.0,18.0,16.0,68.0,14.0,32.0,52.0,6.0,15.0,21.0,A,0,52.0,M,H,60483.0,A
1,8.0,5.0,34.0,5.0,16.0,8.0,5.8,4.85,5.8,7.0,92.0,12.0,33.0,70.0,5.0,16.0,26.0,S,1,,F,H,60483.0,S
1,10.0,3.0,10.0,0.0,5.0,10.0,12.0,7.3,,16.0,77.0,7.0,28.0,50.0,3.0,3.0,19.0,S,1,77.0,F,U,0.0,S
0,,4.0,12.0,2.0,4.0,17.0,16.0,12.83,16.0,18.0,81.0,15.0,36.0,63.0,6.0,17.0,24.0,A,0,75.0,M,H,75367.0,A
1,20.0,2.0,7.0,1.0,4.0,20.0,20.0,12.71,20.0,20.0,57.0,13.0,33.0,48.0,6.0,15.0,18.0,A,1,46.0,F,H,75367.0,A
1,15.0,2.0,6.0,1.0,3.0,15.0,11.5,9.17,15.0,17.0,45.0,14.0,35.0,39.0,6.0,17.0,17.0,A,0,30.0,M,H,75367.0,A
0,,2.0,12.0,1.0,5.0,50.0,25.0,15.83,25.0,18.0,122.0,13.0,34.0,74.0,6.0,16.0,30.0,A,0,44.0,F,U,55792.0,A
1,5.0,5.0,14.0,4.0,10.0,5.0,5.4,6.93,5.5,15.0,130.0,14.0,28.0,64.0,6.0,13.0,25.0,A,1,,F,U,0.0,A
0,,1.0,18.0,1.0,12.0,10.0,10.0,4.5,10.0,18.0,125.0,7.0,25.0,63.0,3.0,11.0,28.0,A,1,,F,H,47310.0,A
1,24.0,2.0,8.0,1.0,3.0,24.0,17.0,11.25,24.0,16.0,80.0,14.0,34.0,56.0,6.0,15.0,22.0,A,0,31.0,F,U,47310.0,A
1,12.0,8.0,11.0,7.0,8.0,6.0,7.13,6.64,7.14,15.0,41.0,11.0,30.0,34.0,5.0,15.0,14.0,S,1,71.0,M,H,65232.0,S
0,,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,51.0,M,H,68159.0,other
0,,5.0,5.0,3.0,3.0,20.0,20.0,20.0,20.0,15.0,32.0,14.0,32.0,30.0,6.0,15.0,13.0,S,1,41.0,M,U,88241.0,S
0,,1.0,13.0,1.0,11.0,20.0,20.0,6.54,20.0,26.0,130.0,9.0,27.0,65.0,4.0,12.0,27.0,A,1,,F,U,0.0,A
0,,3.0,15.0,2.0,7.0,15.0,11.67,9.27,12.5,16.0,91.0,14.0,34.0,59.0,5.0,14.0,24.0,S,1,66.0,M,U,0.0,S
0,,5.0,10.0,4.0,8.0,15.0,12.8,10.6,12.25,17.0,64.0,14.0,34.0,58.0,6.0,16.0,20.0,S,1,41.0,M,H,60845.0,S
1,10.0,2.0,29.0,1.0,16.0,20.0,20.0,10.55,20.0,24.0,128.0,12.0,33.0,84.0,6.0,16.0,36.0,S,1,,F,U,0.0,S
1,5.0,11.0,43.0,8.0,25.0,5.0,5.27,4.3,5.13,17.0,128.0,10.0,31.0,84.0,5.0,16.0,35.0,S,1,68.0,F,H,27089.0,S
0,,2.0,12.0,2.0,8.0,12.0,12.5,9.67,12.5,18.0,75.0,8.0,25.0,47.0,4.0,13.0,18.0,S,1,57.0,M,H,27089.0,S
1,29.0,2.0,7.0,1.0,6.0,24.0,21.0,16.57,18.0,20.0,76.0,13.0,32.0,56.0,6.0,16.0,22.0,A,1,50.0,U,H,58413.0,A
1,25.0,6.0,10.0,2.0,3.0,12.0,11.83,11.1,11.5,15.0,53.0,14.0,36.0,46.0,6.0,17.0,19.0,A,1,77.0,M,H,35412.0,A
0,,2.0,4.0,1.0,2.0,31.0,30.0,25.25,29.0,18.0,44.0,13.0,35.0,41.0,6.0,17.0,18.0,A,0,,F,U,0.0,A
1,36.0,3.0,6.0,2.0,5.0,40.0,34.67,23.67,36.0,16.0,52.0,15.0,37.0,50.0,6.0,17.0,20.0,S,1,44.0,M,H,46974.0,S
1,15.0,3.0,3.0,2.0,2.0,15.0,11.67,11.67,10.0,18.0,33.0,13.0,31.0,28.0,6.0,14.0,12.0,A,0,51.0,M,H,46974.0,A
1,20.0,0.0,11.0,0.0,9.0,18.0,0.0,10.55,,25.0,126.0,11.0,11.0,70.0,6.0,6.0,31.0,A,1,76.0,M,H,43423.0,A
1,26.0,2.0,10.0,0.0,2.0,21.0,20.5,15.9,,26.0,63.0,10.0,32.0,52.0,5.0,5.0,21.0,A,0,61.0,F,U,42819.0,A
1,10.0,2.0,28.0,2.0,19.0,10.0,7.5,6.36,7.5,10.0,120.0,27.0,46.0,91.0,5.0,13.0,31.0,A,1,,F,U,0.0,A
1,20.0,2.0,4.0,1.0,2.0,15.0,13.0,11.5,15.0,18.0,41.0,12.0,31.0,32.0,6.0,14.0,13.0,A,0,42.0,F,U,45560.0,A
0,,3.0,3.0,1.0,1.0,20.0,16.67,16.67,5.0,20.0,33.0,13.0,29.0,28.0,6.0,13.0,11.0,A,0,47.0,F,H,30032.0,A
0,,2.0,21.0,1.0,12.0,10.0,7.5,3.9,10.0,18.0,90.0,12.0,31.0,61.0,5.0,14.0,26.0,A,1,,F,U,0.0,A
0,,2.0,3.0,1.0,1.0,16.0,13.0,12.0,10.0,26.0,33.0,9.0,27.0,29.0,4.0,12.0,11.0,A,0,,F,U,0.0,A
0,,1.0,1.0,0.0,0.0,30.0,30.0,30.0,,16.0,16.0,12.0,17.0,14.0,5.0,5.0,6.0,F,0,62.0,F,U,43017.0,other
0,,3.0,20.0,0.0,10.0,6.0,9.0,6.2,,15.0,123.0,13.0,31.0,73.0,6.0,6.0,30.0,S,1,42.0,M,H,35966.0,S
0,,2.0,8.0,2.0,8.0,15.0,15.0,9.63,15.0,15.0,129.0,11.0,23.0,58.0,4.0,10.0,24.0,A,1,,M,U,21558.0,A
1,6.0,6.0,19.0,4.0,11.0,6.0,6.33,6.11,6.5,16.0,105.0,13.0,32.0,70.0,5.0,15.0,28.0,S,1,69.0,M,H,60598.0,S
1,7.0,6.0,9.0,2.0,4.0,7.0,6.83,6.0,6.5,16.0,75.0,13.0,30.0,43.0,6.0,14.0,18.0,A,0,31.0,F,U,39333.0,A
0,,2.0,26.0,0.0,14.0,15.0,14.0,7.69,,15.0,130.0,10.0,27.0,77.0,3.0,3.0,29.0,E,1,22.0,F,H,40931.0,other
1,5.0,7.0,13.0,6.0,9.0,5.0,5.57,5.38,5.67,17.0,67.0,12.0,28.0,47.0,6.0,16.0,20.0,S,1,57.0,F,U,40931.0,S
1,21.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,21.0,21.0,8.0,15.0,13.0,3.0,6.0,5.0,N,0,55.0,M,H,90240.0,other
1,10.0,1.0,4.0,0.0,3.0,15.0,15.0,7.5,,26.0,65.0,10.0,29.0,42.0,4.0,4.0,16.0,A,0,35.0,F,H,72882.0,A
0,,1.0,1.0,0.0,0.0,15.0,15.0,15.0,,16.0,16.0,11.0,16.0,13.0,4.0,4.0,5.0,F,0,27.0,F,H,72882.0,other
0,,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,21.0,21.0,8.0,15.0,13.0,3.0,6.0,5.0,N,0,58.0,F,U,66828.0,other
1,10.0,1.0,7.0,0.0,5.0,18.0,18.0,11.14,,24.0,115.0,9.0,24.0,55.0,4.0,4.0,23.0,A,1,71.0,F,H,45176.0,A
1,5.0,6.0,18.0,2.0,6.0,5.0,8.33,7.67,7.5,4.0,65.0,18.0,33.0,52.0,4.0,12.0,15.0,A,1,,M,U,0.0,A
1,19.0,4.0,7.0,3.0,6.0,10.0,12.5,10.29,10.0,17.0,44.0,6.0,14.0,19.0,1.0,5.0,7.0,E,1,,U,U,0.0,other
0,,4.0,7.0,2.0,4.0,15.0,12.5,10.86,15.0,15.0,41.0,7.0,15.0,17.0,2.0,6.0,7.0,E,0,,U,U,0.0,other
0,,2.0,17.0,1.0,9.0,10.0,7.5,5.24,5.0,18.0,87.0,14.0,32.0,63.0,5.0,13.0,23.0,A,1,74.0,F,H,51052.0,A
1,25.0,2.0,8.0,1.0,2.0,25.0,25.0,15.75,25.0,23.0,77.0,13.0,34.0,58.0,6.0,16.0,23.0,A,0,62.0,M,H,51052.0,A
1,5.0,5.0,19.0,4.0,16.0,20.0,8.4,5.74,8.75,17.0,122.0,13.0,32.0,76.0,6.0,16.0,32.0,S,1,,M,U,23500.0,S
0,,4.0,6.0,2.0,2.0,15.0,5.75,6.83,5.5,18.0,32.0,13.0,30.0,28.0,6.0,15.0,13.0,A,0,,F,U,0.0,A
1,20.0,3.0,9.0,3.0,7.0,30.0,26.67,17.22,26.67,23.0,92.0,13.0,35.0,64.0,6.0,17.0,26.0,A,0,24.0,M,H,63009.0,A
0,,4.0,7.0,4.0,5.0,16.0,29.0,25.14,29.0,16.0,44.0,13.0,34.0,43.0,5.0,16.0,17.0,A,1,,M,U,0.0,A
0,,6.0,17.0,3.0,10.0,5.0,9.67,8.88,11.0,21.0,67.0,14.0,35.0,57.0,6.0,17.0,22.0,S,1,83.0,F,U,44888.0,S
1,5.0,7.0,26.0,4.0,11.0,5.0,3.86,3.58,4.0,20.0,88.0,12.0,31.0,63.0,5.0,15.0,23.0,S,1,,F,U,0.0,S
0,,2.0,3.0,0.0,0.0,10.0,7.5,7.0,,15.0,20.0,12.0,18.0,17.0,5.0,5.0,6.0,N,0,,M,H,48085.0,other
1,16.0,1.0,9.0,0.0,4.0,16.0,16.0,9.22,,18.0,87.0,11.0,28.0,57.0,4.0,4.0,20.0,A,1,58.0,F,U,42047.0,A
1,10.0,4.0,4.0,2.0,2.0,10.0,9.25,9.25,10.5,23.0,32.0,12.0,26.0,25.0,6.0,12.0,10.0,A,0,,M,U,0.0,A
1,10.0,5.0,13.0,4.0,10.0,10.0,10.0,8.31,10.0,19.0,93.0,13.0,32.0,58.0,6.0,16.0,24.0,S,1,62.0,F,U,36735.0,S
1,11.0,4.0,12.0,2.0,7.0,13.0,11.5,11.08,11.0,18.0,86.0,8.0,25.0,48.0,4.0,13.0,20.0,S,1,74.0,F,U,0.0,S
1,12.0,4.0,16.0,3.0,13.0,12.0,10.5,9.19,10.67,16.0,130.0,9.0,20.0,55.0,4.0,9.0,20.0,S,1,71.0,M,U,40054.0,S
1,10.0,4.0,16.0,3.0,12.0,11.0,9.5,8.44,9.33,17.0,126.0,15.0,36.0,73.0,6.0,16.0,30.0,A,1,70.0,F,H,40054.0,A
0,,3.0,8.0,3.0,7.0,18.0,17.33,13.63,17.33,16.0,80.0,16.0,38.0,60.0,6.0,17.0,24.0,A,0,70.0,M,H,40054.0,A
0,,2.0,2.0,2.0,2.0,20.0,15.0,15.0,15.0,16.0,28.0,12.0,25.0,23.0,5.0,11.0,10.0,A,0,45.0,F,H,40054.0,A
0,,2.0,3.0,1.0,2.0,27.0,26.0,22.33,25.0,19.0,33.0,18.0,36.0,48.0,7.0,15.0,18.0,A,0,74.0,M,H,40054.0,A
0,,2.0,22.0,2.0,13.0,10.0,9.0,8.0,9.0,18.0,130.0,12.0,32.0,80.0,5.0,14.0,31.0,A,1,47.0,F,H,44658.0,A
0,,3.0,11.0,1.0,5.0,21.0,19.0,11.55,21.0,16.0,76.0,13.0,35.0,57.0,6.0,17.0,23.0,A,1,76.0,F,H,44658.0,A
1,5.0,6.0,15.0,6.0,10.0,5.0,5.0,4.87,5.0,16.0,68.0,13.0,34.0,53.0,6.0,17.0,22.0,S,1,51.0,M,H,43494.0,S
0,,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,24.0,24.0,7.0,17.0,15.0,3.0,7.0,6.0,N,0,45.0,F,U,32989.0,other
0,,2.0,4.0,0.0,1.0,20.0,15.0,8.75,,15.0,40.0,11.0,29.0,28.0,5.0,5.0,12.0,A,0,47.0,M,H,24102.0,A
0,,1.0,14.0,0.0,6.0,15.0,15.0,9.5,,16.0,103.0,12.0,30.0,66.0,5.0,5.0,26.0,A,1,77.0,F,U,18750.0,A
1,10.0,2.0,9.0,1.0,4.0,20.0,18.0,13.56,16.0,25.0,95.0,11.0,32.0,62.0,6.0,16.0,25.0,A,1,,F,U,22654.0,A
0,,2.0,6.0,1.0,2.0,15.0,12.5,9.17,10.0,27.0,81.0,9.0,26.0,47.0,4.0,12.0,18.0,A,0,51.0,U,H,24084.0,A
1,4.0,9.0,23.0,5.0,13.0,2.0,3.78,3.26,4.0,16.0,123.0,12.0,33.0,67.0,6.0,17.0,30.0,S,1,53.0,F,H,29167.0,S
1,7.0,5.0,27.0,4.0,13.0,15.0,7.6,5.11,8.0,17.0,111.0,7.0,21.0,65.0,4.0,13.0,27.0,S,1,,F,U,22720.0,S
1,5.0,8.0,36.0,4.0,20.0,5.0,7.75,7.75,9.25,15.0,126.0,5.0,21.0,74.0,3.0,12.0,30.0,S,1,,F,U,36364.0,S
1,5.0,4.0,22.0,0.0,13.0,5.0,5.0,4.41,,18.0,130.0,11.0,30.0,71.0,5.0,5.0,30.0,S,1,56.0,M,U,0.0,S
0,,5.0,20.0,3.0,10.0,5.0,5.0,4.15,5.0,16.0,125.0,12.0,29.0,66.0,5.0,13.0,28.0,S,1,77.0,M,U,0.0,S
0,,6.0,14.0,2.0,6.0,4.0,4.17,3.64,3.75,15.0,105.0,14.0,32.0,59.0,6.0,15.0,25.0,S,1,,F,U,0.0,S
1,6.0,6.0,6.0,3.0,3.0,7.0,5.33,5.33,5.67,18.0,32.0,7.0,23.0,22.0,4.0,11.0,9.0,A,0,53.0,M,U,28100.0,A
0,,2.0,14.0,1.0,7.0,21.0,21.0,13.79,21.0,23.0,124.0,12.0,33.0,70.0,6.0,16.0,30.0,A,1,84.0,F,U,21620.0,A
0,,5.0,25.0,2.0,11.0,5.0,3.4,2.92,4.0,18.0,105.0,13.0,32.0,67.0,6.0,15.0,26.0,S,1,79.0,F,H,37165.0,S
1,15.0,6.0,11.0,5.0,6.0,10.0,11.33,9.45,11.6,17.0,45.0,28.0,50.0,56.0,6.0,17.0,18.0,A,1,31.0,F,H,33697.0,A
0,,2.0,11.0,1.0,8.0,20.0,15.0,8.82,10.0,26.0,127.0,10.0,31.0,68.0,5.0,15.0,30.0,A,1,,M,H,44415.0,A
1,4.0,8.0,16.0,5.0,6.0,4.0,4.13,3.69,3.8,16.0,67.0,13.0,34.0,50.0,6.0,17.0,21.0,A,0,65.0,F,H,44415.0,A
0,,4.0,10.0,2.0,4.0,14.0,15.75,12.0,12.0,23.0,53.0,15.0,37.0,47.0,6.0,17.0,18.0,S,1,85.0,F,U,32643.0,S
0,,1.0,14.0,0.0,6.0,12.0,12.0,11.5,,18.0,92.0,12.0,27.0,61.0,4.0,4.0,20.0,A,1,35.0,M,U,40104.0,A
1,9.0,6.0,8.0,3.0,4.0,8.0,9.33,7.75,9.67,18.0,78.0,14.0,33.0,52.0,6.0,14.0,19.0,A,1,69.0,M,U,36787.0,A
1,10.0,4.0,11.0,2.0,6.0,10.0,12.5,9.55,15.0,15.0,102.0,19.0,40.0,79.0,9.0,19.0,35.0,A,1,79.0,F,H,41062.0,A
1,5.0,3.0,14.0,1.0,9.0,3.0,8.67,5.14,10.0,9.0,112.0,18.0,37.0,72.0,6.0,14.0,29.0,S,1,,U,H,41062.0,S
0,,6.0,6.0,2.0,2.0,3.0,3.67,3.67,2.5,18.0,26.0,6.0,19.0,16.0,4.0,11.0,9.0,N,1,65.0,F,H,36141.0,other
1,10.0,4.0,5.0,3.0,3.0,10.0,10.25,9.2,10.33,16.0,33.0,14.0,31.0,29.0,6.0,15.0,13.0,A,1,67.0,F,U,53142.0,A
1,10.0,3.0,9.0,2.0,4.0,33.0,31.33,21.0,30.5,19.0,75.0,15.0,37.0,55.0,6.0,17.0,22.0,A,1,81.0,M,U,0.0,A
1,5.0,9.0,12.0,7.0,9.0,7.0,5.44,5.58,5.57,16.0,51.0,15.0,33.0,39.0,6.0,16.0,16.0,S,1,62.0,M,U,0.0,S
0,,2.0,10.0,2.0,8.0,15.0,13.0,8.4,13.0,19.0,127.0,12.0,31.0,64.0,5.0,13.0,28.0,A,1,73.0,F,U,42251.0,A
0,,4.0,17.0,2.0,11.0,10.0,5.0,6.88,2.5,20.0,111.0,11.0,29.0,69.0,4.0,13.0,25.0,A,1,41.0,F,H,0.0,A
0,,3.0,21.0,1.0,13.0,10.0,10.0,6.81,10.0,16.0,129.0,11.0,31.0,75.0,4.0,13.0,31.0,A,1,46.0,M,U,38728.0,A
1,15.0,2.0,14.0,2.0,9.0,14.0,14.0,10.29,14.0,17.0,88.0,15.0,34.0,66.0,6.0,15.0,24.0,S,1,70.0,M,U,37412.0,S
0,,3.0,11.0,1.0,5.0,50.0,43.33,24.55,30.0,19.0,77.0,13.0,35.0,64.0,6.0,17.0,25.0,A,0,54.0,F,H,38962.0,A
1,10.0,2.0,15.0,0.0,7.0,15.0,15.0,12.33,,18.0,93.0,13.0,34.0,69.0,6.0,6.0,26.0,A,1,36.0,F,H,49375.0,A
0,,2.0,4.0,2.0,4.0,25.0,25.0,25.0,25.0,24.0,44.0,11.0,21.0,22.0,5.0,10.0,11.0,A,1,35.0,M,H,29089.0,A
0,,7.0,16.0,4.0,7.0,9.0,9.14,7.75,8.75,19.0,65.0,12.0,31.0,51.0,6.0,17.0,22.0,S,1,51.0,F,H,38796.0,S
0,,12.0,20.0,8.0,13.0,4.0,5.0,4.9,5.0,15.0,56.0,13.0,32.0,47.0,6.0,17.0,21.0,S,1,67.0,M,H,38796.0,S
1,16.0,2.0,3.0,1.0,1.0,20.0,8.5,12.33,12.0,15.0,32.0,13.0,28.0,26.0,5.0,11.0,10.0,A,0,74.0,M,H,38796.0,A
1,50.0,4.0,9.0,4.0,8.0,50.0,36.25,25.11,36.25,21.0,105.0,13.0,32.0,63.0,6.0,17.0,27.0,A,1,80.0,M,U,0.0,A
1,10.0,4.0,4.0,2.0,2.0,10.0,8.75,8.75,10.0,19.0,31.0,12.0,27.0,26.0,6.0,13.0,11.0,A,0,75.0,F,H,42920.0,A
0,,5.0,21.0,3.0,7.0,11.0,12.0,7.14,7.67,23.0,69.0,13.0,35.0,59.0,6.0,17.0,24.0,A,1,,M,U,39914.0,A
1,20.0,1.0,5.0,1.0,4.0,20.0,20.0,10.4,20.0,20.0,98.0,12.0,26.0,54.0,4.0,9.0,19.0,A,0,49.0,M,U,31950.0,A
0,,5.0,19.0,3.0,10.0,14.0,11.8,10.63,12.33,17.0,86.0,14.0,35.0,71.0,6.0,17.0,26.0,S,1,60.0,M,U,31950.0,S
1,15.0,2.0,4.0,1.0,2.0,25.0,15.0,15.0,5.0,15.0,76.0,13.0,28.0,39.0,5.0,11.0,14.0,A,0,79.0,M,H,31950.0,A
1,14.0,2.0,36.0,1.0,16.0,14.0,14.5,8.5,15.0,17.0,129.0,6.0,16.0,67.0,3.0,9.0,27.0,A,1,62.0,U,U,33047.0,A
0,,5.0,7.0,3.0,3.0,6.0,5.2,5.14,4.67,18.0,29.0,12.0,24.0,23.0,6.0,12.0,10.0,A,1,69.0,M,U,33920.0,A
0,,3.0,29.0,1.0,12.0,13.0,14.33,9.1,15.0,20.0,128.0,13.0,34.0,81.0,6.0,16.0,33.0,S,1,69.0,F,U,47500.0,S
1,20.0,2.0,18.0,0.0,11.0,10.0,10.0,6.06,,25.0,127.0,11.0,31.0,75.0,5.0,5.0,30.0,A,1,70.0,F,U,41861.0,A
0,,3.0,12.0,2.0,10.0,10.0,10.0,7.25,10.0,17.0,126.0,13.0,28.0,64.0,6.0,13.0,27.0,A,1,80.0,M,U,44605.0,A
1,10.0,1.0,2.0,1.0,1.0,6.0,15.0,10.5,15.0,15.0,17.0,11.0,16.0,14.0,4.0,6.0,5.0,N,1,83.0,F,U,44605.0,other
1,6.0,4.0,23.0,1.0,10.0,6.0,6.0,3.52,6.0,17.0,103.0,13.0,25.0,56.0,6.0,11.0,24.0,S,1,75.0,M,H,39954.0,S
0,,2.0,9.0,2.0,6.0,30.0,40.0,17.11,40.0,16.0,88.0,15.0,35.0,62.0,6.0,16.0,26.0,A,0,67.0,F,U,37109.0,A
0,,7.0,9.0,4.0,5.0,10.0,8.43,7.89,8.75,17.0,41.0,12.0,31.0,33.0,6.0,16.0,15.0,S,1,65.0,F,H,49219.0,S
0,,4.0,6.0,3.0,3.0,5.0,5.0,5.17,5.0,18.0,33.0,12.0,27.0,27.0,6.0,14.0,12.0,S,1,79.0,F,U,0.0,S
0,,2.0,14.0,1.0,11.0,10.0,12.5,10.5,15.0,15.0,127.0,12.0,32.0,75.0,5.0,14.0,32.0,L,1,,M,U,38742.0,other
1,10.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,,F,U,0.0,other
0,,2.0,3.0,0.0,0.0,10.0,7.5,8.33,,16.0,20.0,12.0,18.0,17.0,5.0,5.0,6.0,N,0,,F,U,22065.0,other
0,,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,69.0,F,H,23157.0,other
1,10.0,2.0,5.0,0.0,3.0,20.0,15.0,20.0,,18.0,88.0,14.0,26.0,47.0,6.0,6.0,18.0,A,0,64.0,M,H,22716.0,A
0,,3.0,13.0,0.0,6.0,10.0,6.67,6.31,,15.0,123.0,11.0,29.0,64.0,4.0,4.0,26.0,A,1,35.0,M,H,48556.0,A
1,5.0,1.0,18.0,0.0,7.0,10.0,10.0,11.5,,18.0,126.0,13.0,26.0,85.0,5.0,5.0,27.0,A,1,84.0,M,H,29982.0,A
1,10.0,3.0,12.0,0.0,6.0,10.0,10.0,10.25,,18.0,81.0,13.0,35.0,62.0,6.0,6.0,25.0,A,1,47.0,M,H,0.0,A
0,,2.0,2.0,2.0,2.0,16.0,13.0,13.0,13.0,22.0,35.0,10.0,25.0,24.0,4.0,11.0,10.0,A,0,29.0,M,U,62244.0,A
0,,6.0,16.0,4.0,9.0,10.0,11.67,10.44,12.75,21.0,76.0,13.0,32.0,62.0,6.0,17.0,24.0,S,1,73.0,M,H,64504.0,S
0,,2.0,5.0,0.0,1.0,20.0,15.0,10.0,,18.0,45.0,13.0,33.0,37.0,6.0,6.0,15.0,A,0,,F,U,0.0,A
1,10.0,5.0,16.0,3.0,12.0,7.0,8.0,5.69,7.67,18.0,126.0,14.0,35.0,72.0,6.0,17.0,31.0,S,1,,F,U,62000.0,S
1,10.0,2.0,5.0,1.0,3.0,15.0,12.5,9.0,15.0,16.0,80.0,12.0,23.0,46.0,5.0,9.0,15.0,A,0,,F,U,0.0,A
0,,7.0,20.0,5.0,9.0,5.0,4.57,4.1,4.4,16.0,57.0,22.0,42.0,79.0,11.0,22.0,33.0,A,1,32.0,M,U,92295.0,A
